# CDet bar time offsets (ns) to ADD to LE/TE times: toffset = mean_all - mean_bar
# Generated by PlotElastic.C (plotAllTDC)
# Columns: bar(1..168)  toffset_ns  entries
1 0.000000 0.000000
2 0.000000 0.000000
3 0.000000 0.000000
4 0.000000 9.000000
5 -5.532796 226.000000
6 -0.289703 71.000000
7 1.569107 293.000000
8 -7.026198 189.000000
9 -2.910419 299.000000
10 -3.117879 263.000000
11 -3.870329 255.000000
12 -4.201509 250.000000
13 -0.155530 208.000000
14 -4.005651 567.000000
15 -3.240729 535.000000
16 -0.939366 418.000000
17 -2.401951 517.000000
18 -0.273572 661.000000
19 0.850492 582.000000
20 2.100277 497.000000
21 4.128372 169.000000
22 0.303429 339.000000
23 0.000000 15.000000
24 -3.430433 605.000000
25 0.000000 0.000000
26 -3.524819 490.000000
27 1.799538 1687.000000
28 3.476440 827.000000
29 -1.521931 1322.000000
30 4.270304 2078.000000
31 0.083695 3398.000000
32 -1.051109 371.000000
33 -5.339064 661.000000
34 2.297136 603.000000
35 4.180980 748.000000
36 0.672785 749.000000
37 4.533335 575.000000
38 -0.160665 292.000000
39 0.000000 15.000000
40 0.000000 1.000000
41 0.000000 0.000000
42 0.000000 0.000000
43 0.000000 0.000000
44 0.000000 0.000000
45 0.000000 4.000000
46 -8.398767 48.000000
47 -9.172261 105.000000
48 -5.720547 105.000000
49 -4.351255 147.000000
50 -3.089866 309.000000
51 -10.679565 616.000000
52 -2.182309 324.000000
53 -9.598215 320.000000
54 -3.119582 44.000000
55 -0.978222 471.000000
56 -0.668008 372.000000
57 2.009104 552.000000
58 1.386914 521.000000
59 0.128185 577.000000
60 0.657935 164.000000
61 -0.931875 265.000000
62 0.919941 480.000000
63 2.448178 749.000000
64 -0.273161 798.000000
65 -0.603982 553.000000
66 1.343183 508.000000
67 -5.534226 785.000000
68 2.128044 241.000000
69 -1.743982 487.000000
70 3.502691 44.000000
71 0.000000 0.000000
72 0.000000 19.000000
73 0.000000 7.000000
74 0.000000 6.000000
75 -0.335147 37.000000
76 1.220961 682.000000
77 2.164831 1841.000000
78 -2.238510 408.000000
79 -3.877552 617.000000
80 -6.264116 426.000000
81 -5.602059 80.000000
82 0.000000 0.000000
83 0.000000 0.000000
84 0.000000 0.000000
85 0.000000 0.000000
86 0.000000 0.000000
87 0.000000 0.000000
88 0.000000 11.000000
89 -3.755074 255.000000
90 -4.376551 66.000000
91 -6.548523 412.000000
92 -10.562726 240.000000
93 -9.148152 344.000000
94 -2.754481 343.000000
95 -8.102614 328.000000
96 -10.901344 342.000000
97 -8.770488 173.000000
98 -9.896196 647.000000
99 1.176283 593.000000
100 -1.045251 379.000000
101 -3.726829 584.000000
102 -3.102998 668.000000
103 -0.299165 598.000000
104 1.346546 511.000000
105 4.935001 420.000000
106 6.032288 347.000000
107 0.000000 5.000000
108 3.696363 689.000000
109 1.583432 54.000000
110 -3.107603 204.000000
111 0.947714 1077.000000
112 6.737477 1730.000000
113 3.900875 1421.000000
114 0.706950 1235.000000
115 1.459854 3765.000000
116 1.619323 193.000000
117 2.743156 839.000000
118 3.159076 520.000000
119 5.870422 833.000000
120 3.661839 798.000000
121 -2.389354 626.000000
122 -7.028738 350.000000
123 -3.917559 80.000000
124 0.000000 4.000000
125 0.000000 0.000000
126 0.000000 0.000000
127 0.000000 0.000000
128 0.000000 0.000000
129 0.000000 3.000000
130 -13.000606 182.000000
131 0.000000 1.000000
132 -7.557465 128.000000
133 -0.312036 220.000000
134 -2.221710 409.000000
135 -2.610380 700.000000
136 -6.097995 525.000000
137 -0.800577 254.000000
138 0.000000 0.000000
139 -0.800718 663.000000
140 -3.227908 384.000000
141 -10.530888 570.000000
142 -9.791330 286.000000
143 -9.419212 557.000000
144 -12.674162 143.000000
145 -7.299731 289.000000
146 -8.399347 525.000000
147 -1.446201 803.000000
148 5.845880 784.000000
149 1.919702 659.000000
150 0.762438 474.000000
151 6.907483 1346.000000
152 3.385601 409.000000
153 1.117165 409.000000
154 4.342407 176.000000
155 0.000000 4.000000
156 0.000000 0.000000
157 0.000000 1.000000
158 0.000000 0.000000
159 2.879691 20.000000
160 2.483191 20.000000
161 3.173343 2163.000000
162 2.274406 933.000000
163 5.250201 1458.000000
164 3.456621 514.000000
165 6.963818 213.000000
166 0.000000 4.000000
167 0.000000 0.000000
168 0.000000 0.000000
